ids,titles,Date
WTbil4_2ewg,"HALLOWEEKEND IN MY LIFE: Universal, Relay Races &amp; Halloween Party",2019-11-08 23:41:16+00:00
U0GfUoVE820,WEEKEND IN MY LIFE: What happens when you invite us to a wedding,2019-10-29 16:08:53+00:00
JtYaDKNssbI,OUR WEDDING DAY | 09.07.19,2019-10-19 17:03:24+00:00
xD2Wabmc7ws,WEEKEND IN MY LIFE: We Moved into a Tent!,2019-10-15 20:51:57+00:00
NXmUabR6EIw,Vlog: NY Apple Orchard | too many ciders later...,2019-10-02 21:17:23+00:00
eIa2XBKBiuM,"WEDDING RECAP: Best Decisions, Money, Regrets, What went wrong!",2019-09-20 00:47:47+00:00
ZS2oPAMSdAg,WEDDING SERIES: Hair &amp; Makeup Trial,2019-08-17 22:53:08+00:00
m-s7-rUAXBQ,WEEK IN MY LIFE: NYC Rooftop Parties &amp; Hamptons Weekend,2019-08-01 14:12:33+00:00
JwavYIm-CaQ,"WEEKEND IN MY LIFE: Wedding Planning, Camping &amp; Instagram Photoshoots",2019-07-07 00:17:57+00:00
FPiTevSZpWE,WEDDING SERIES: Bridal Shower &amp; Patrick&#39;s Bachelor Party,2019-06-30 22:03:22+00:00
1QqUOXjjmzQ,GRWM + VLOG | Private Jonas Brothers Concert,2019-06-18 00:33:05+00:00
lbZ5WqEGtuU,WEDDING SERIES: My New Orleans Bachelorette Party!,2019-05-29 23:01:36+00:00
IHmcMbXRyYs,WEDDING SERIES | Bridesmaid Dresses + Meet the Girls!,2019-05-22 14:17:02+00:00
PewOFMPev3A,SPRING OUTFIT IDEAS,2019-05-15 19:06:46+00:00
qUx_UfTS-6U,MUKBANG Q&amp;A | We almost broke up...,2019-05-08 22:14:19+00:00
mVFKQc0O55I,"TRAVEL VLOG: JOSHUA TREE, CA",2019-04-28 14:50:02+00:00
Q5dTYe70w2o,SPRING TRY-ON CLOTHING HAUL,2019-04-04 16:25:43+00:00
vEGsJ12cK-Q,OOTW | 5 Transition to Spring Outfits,2019-03-24 23:51:42+00:00
TTGEHvHmVqo,STYLING A WHITE TEE | 5 Outfit Ideas,2019-03-07 16:19:30+00:00
BfNRs492cqc,VLOG | BEST FRIEND&#39;S DREAM BIRTHDAY TRIP TO LONDON,2019-02-27 18:31:53+00:00
4CGvy3whRgE,WEDDING SERIES: Engagement Photoshoot + Save the Date,2019-02-12 15:55:30+00:00
Pd242RUgp64,READING YOUR ASSUMPTIONS ABOUT ME,2019-02-05 15:56:17+00:00
y1mUbRQDuA8,WINTER TRY-ON CLOTHING HAUL,2019-01-22 23:28:45+00:00
5WrdlYrHCCE,YOU CONTROL OUR DATE NIGHT IN NYC,2019-01-12 22:36:42+00:00
ZWHKjEMduyA,WEEK IN MY LIFE: We took a boat to Cuba for Christmas,2019-01-06 00:10:17+00:00
