ids,titles,Date
xjaKArjVGqE,Anti-Biden Propaganda Turns Stupider as Antivax Escalates 5/4/21,2021-05-05 01:00:10+00:00
NWpIoIhsnUs,Fox News: Joe Biden Making the Economy TOO GOOD!,2021-05-05 00:15:01+00:00
5fjGG_ZlfGQ,Lunatic Republican Arrested for Kicking Student in the Balls,2021-05-04 22:45:01+00:00
0Sj2lCHn9Dw,Facebook Has Decided Whether Trump Is Allowed Back On,2021-05-04 21:30:00+00:00
_PSzUX7Uhys,"Tucker Goes Full Vaccine Conspiracy Theorist in Dangerous, Delusion Rant",2021-05-04 20:00:13+00:00
ZWwOEI5bVxI,Americans Most Optimistic of Last 15 Years,2021-05-04 19:00:15+00:00
WQt8tkvN7z4,LIVE BREAKING: Historic Live Stream Sets Multiple Records,2021-05-04 18:10:29+00:00
lub8z73dvSY,Kids at Border Patrol Facilities Down 84%,2021-05-04 02:30:03+00:00
OVM9sY12q2A,Border Patrol Facilities Empty as Country Most Optimistic in 15 Years 5/3/21,2021-05-04 01:00:06+00:00
zosy5ggXZsA,Fox Host Leaves Mush-Brained Republican Speechless with One Question,2021-05-04 00:15:01+00:00
OMTcDVQbCi8,Colleges Enacting Vaccine Requirements Which Republican Governors Think They Can Ban,2021-05-03 22:45:00+00:00
pMs2bSIB5AE,"Trump Delivers Depressing, Delusional Rant at Mar-a-Lago",2021-05-03 21:30:06+00:00
MlWUEnuTlAo,BOMBSHELL Letter: Matt Gaetz Paid for Sex with Minor Girl,2021-05-03 20:00:05+00:00
O30LMwQ2ixQ,Black Caller on Reparations and Civil Rights,2021-05-03 00:15:00+00:00
0YFfuEIKl9k,Sean Hannity REFUSES TO SAY Whether He&#39;s Vaccinated,2021-05-02 22:45:00+00:00
jkS_9lUwg3A,Sick GOP Senator: There Was Nothing in US When Colonists Arrived,2021-05-02 21:30:02+00:00
rG9g2Jfhv5c,Joe Biden Has Best 100-Day Stock Market Performance in 75 Years,2021-05-02 20:00:06+00:00
dkv-SyUVjjM,Who &quot;Owns&quot; the Vaccines? (Ann Neumann Interview),2021-05-02 19:00:08+00:00
jJhUqVQuj5w,Are College Educated Whites Really Becoming More Liberal?,2021-05-02 17:30:03+00:00
UM2_X6f8MMY,Did Trump Hand Biden Really Low Expectations?,2021-05-02 00:15:00+00:00
myFuG95CORo,USA Popular Again Now That Trump is Gone,2021-05-01 22:45:00+00:00
_S_K0nNFDnQ,Airline BANS Republican Senator for Refusing to Wear Mask,2021-05-01 21:30:03+00:00
5STEhgNFXEU,OH NO: Trump BLOCKED Puerto Rico from Receiving Hurricane Aid,2021-05-01 20:00:00+00:00
hrJ0lh1xcyg,Joe Biden Is Officially the Anti-Reagan,2021-05-01 19:00:08+00:00
gcLVvn2LUmw,Why Did More Minorities Vote Trump in 2020?,2021-05-01 17:30:06+00:00
MSCzw1mFl_E,Should There Be More Than One Minimum Wage?,2021-05-01 00:15:01+00:00
DRfl6aLwZMo,Republican Asks Doctor: Does COVID Vaccine Have Tracking Device?,2021-04-30 21:30:00+00:00
VUdza1RCWvw,Fauci BTFO&#39;s Tucker Carlson&#39;s &quot;Bizarre&quot; Mask Claims,2021-04-30 20:00:11+00:00
iagT0T4_Cws,Caller CALLS ME OUT About No Masks Outdoors,2021-04-30 19:00:10+00:00
JKBbL9qj93k,"Rudy Interview Off the Rails, Calls Tucker Carlson &quot;Hunter&quot;",2021-04-30 17:30:01+00:00
QVWOxB5dJpw,LIVE: President Biden Addresses a Joint Session of Congress,2021-04-29 03:00:04+00:00
9olq0opyIEw,Joe Rogan&#39;s Dangerous Anti-Vaccine Statements,2021-04-28 20:00:03+00:00
nGGHoTN7QZs,Former Scientology Leader Blows the Whistle (Mike Rinder Interview),2021-04-28 02:30:03+00:00
QVC7VYlGmx8,Tucker Carlson Says HARASS Mask-Wearers,2021-04-27 20:00:03+00:00
GJpbLQ4vlOg,DESPERATE Fox News Makes Up Pathetic New &quot;Scandals&quot;,2021-04-26 21:30:01+00:00
MXchMQ_q19Q,Caller Shocked by Right Wing Insanity on Derek Chauvin Verdict,2021-04-26 00:15:01+00:00
_wohS9Wxvv4,College-Educated ABANDONING Republican Party,2021-04-24 21:30:04+00:00
UAKIX7ljVe4,Right-Wing Media MELTS DOWN Over Derek Chauvin Verdict,2021-04-22 02:30:06+00:00
zkpZqGiwVq0,Tucker Carlson Has Psychotic Break on Live TV,2021-04-21 21:30:08+00:00
q5UMGK_4hgI,"Bush SLAMS Republicans as &quot;Isolationist, Protectionist, Nativist&quot;",2021-04-21 00:15:00+00:00
ECd8XIUAWOA,LIVE: Derek Chauvin Verdict in George Floyd Trial,2021-04-20 21:43:40+00:00
4LwXiQ1Zxig,"Trump Resurfaces in Bizarre, Unintelligible Fox News Interview",2021-04-20 20:00:00+00:00
roJc_Ih65XE,"Biden Approval CRUSHING Trump, Bush, Clinton",2021-04-20 00:15:01+00:00
IpCpiItBQj0,"Republican Senator: We Hire Whites, Blacks, and Browns",2021-04-18 22:45:00+00:00
bCd9yV5WUh4,"It Begins: Nikki Haley REVERSES, Backs Trump 2024",2021-04-18 21:30:01+00:00
bcGnV_K-zyg,Trumpists ALSO Want Us to Forget About Trump,2021-04-15 19:00:08+00:00
373ULB_uJJ4,Biden Stands Up to Putin in Phone Call Like Trump Never Did,2021-04-15 02:30:00+00:00
dCfoGEwnMUA,"Matt Gaetz Martyrs Himself, Claims to Have Trump&#39;s Support",2021-04-12 22:45:00+00:00
XTzWjkzsbJA,Trump EXPLODES at Republican Event...AGAINST Republicans!,2021-04-12 21:30:01+00:00
F6ZhcG1_wlQ,Half of Republicans CLUELESS About Trump Riots,2021-04-11 21:30:01+00:00
ypGeh5JwbIQ,Fox News &quot;Comedy&quot; Show Somehow Getting EVEN WORSE,2021-04-08 21:30:03+00:00
QK-nxm_TA0o,Dan Crenshaw Takes Joe Rogan for a Ride,2021-04-08 20:00:03+00:00
JiVYjkNCtJ0,LIVE BREAKING: Joe Biden Announces Executive Orders on GUNS,2021-04-08 16:43:28+00:00
dO0kcNRiORk,"DESPERATE Fox Reporter Tries Psaki Gotcha, FAILS",2021-04-08 02:30:03+00:00
vbnunIvnMoA,Trump Says Baseball &quot;Not Appropriate&quot; in Embarrassing Interview,2021-04-07 21:30:05+00:00
Xd03OxfgG-M,I Was Offered a Lucrative Job to Become a Conservative,2021-04-07 00:15:01+00:00
rpCgV9ZPJcw,Fox News &quot;Comedy&quot; Show Goes Horribly Wrong,2021-04-06 21:30:05+00:00
ZCdHoGvuuGI,UH-OH: Rudy Giuliani Could Face Felony Charges,2021-04-04 20:00:10+00:00
ZTrdJQul20Q,The New Grifters: Outrage Profiteers,2021-04-03 21:30:00+00:00
nEsKEsIxTWk,Donald Trump to Start His Own Social Media Platform,2021-04-03 00:15:01+00:00
HO854ETJ3YY,Republican Senator CRUMBLES When Confronted by Fox Host,2021-03-27 20:00:02+00:00
q5SCdR1rM-g,2 Davids We Will Never See on Fox News Again,2021-03-26 19:00:24+00:00
sfT4-Ub6SQ0,Trump Releases Bizarre &quot;Future of Republican Party&quot; List,2021-03-25 00:15:00+00:00
Ihd47n-bASM,33% of Republican Voters Think Republicans Voted for COVID Cash (They Didn&#39;t),2021-03-24 22:45:00+00:00
PRQX-tFgE78,"My $6,240 Insurance Didn&#39;t Cover My $1,033 Doctor&#39;s Visit",2021-03-24 02:30:04+00:00
9w_qEe8XK0o,Trump Humiliated in Interview with False Resignation Announcement,2021-03-23 20:00:01+00:00
P-CCN0gcxus,Will Trump Be the 1st President Ever Criminally Charged?,2021-03-23 00:15:00+00:00
47U0xpMU5pA,Trump Supporters TURN ON TRUMP Over COVID Vaccine,2021-03-22 22:45:01+00:00
qX3iMhxOeTI,"Fox Host STUNNED, Cuts Interview When Guest Confronts Her",2021-03-22 20:00:07+00:00
1P8RPNYlGvg,The Country is Suddenly Too &quot;Crowded&quot; for Tucker Carlson,2021-03-21 21:30:00+00:00
ajbxq6hk6FY,24 Hours of Record-Breaking Nuttery on Fox News,2021-03-21 20:00:01+00:00
YZIlBtRhybQ,TX Man Arrested w/ Rifle &amp; Ammo at Kamala&#39;s House,2021-03-19 20:00:03+00:00
zouYPBqOp9w,"Fox Host &amp; GOP Senator Claim $400,000/Year is Middle Income",2021-03-18 21:30:03+00:00
abNMF1OOkMw,Trump Says He &quot;Came Up With&quot; Vaccine in Painful Interview,2021-03-17 20:00:01+00:00
lembW6SJ92k,TRIGGERED: Biden Speech Draws Bigger Audience Than Trump&#39;s 1st Address,2021-03-16 19:00:09+00:00
A86jXGebhe0,HUMILIATING: Fox Host Announces Urination on LIVE TV,2021-03-15 22:45:01+00:00
MrWYg5ffbqM,BREAKING: Trump FORCES His Way Back on Twitter,2021-03-11 23:45:00+00:00
t3A3G0_6fqU,Jen Psaki Briefing Collapses Into Cat &amp; Dog Questions,2021-03-10 21:00:12+00:00
U8cQ1Lyo1Lk,SCOTUS Says NO to Trump&#39;s Final Attempt to Steal Election,2021-03-10 01:15:01+00:00
7cMRZFS11Dw,Newsmax Host Sets Record for Lies in 90 Seconds?,2021-03-09 23:45:01+00:00
p6nY1BWLf3o,"Trump AT WAR with Republicans, Says DON&#39;T DONATE!",2021-03-09 21:00:08+00:00
r9et1AR-Kpc,Nutty Congresswoman: A Metal Detector is Voter Suppression,2021-03-07 22:30:08+00:00
dvD4QM_LHgY,The Accidental Presidency of Donald Trump (James Fletcher Interview),2021-03-05 03:30:06+00:00
8Eigx7Bd9SQ,Trump Was Vaccinated in January But Kept It Secret,2021-03-03 22:30:00+00:00
1ympSs0-y6U,Trump Confronted About Riots During FOX NEWS Interview!,2021-03-02 22:30:01+00:00
L4tiWDKQvFw,Trump Delivers Incoherent 1st Speech Since Leaving Office,2021-03-01 21:00:04+00:00
ruxqenPpeZw,LIVE Donald Trump Jr Speech at CPAC w/ Kimberly Guilfoyle,2021-02-26 21:19:10+00:00
eBZ8imNvRpc,Trump Admits Making $1.6 Billion While President,2021-02-25 20:00:08+00:00
62Kfdf7k82M,Tucker Carlson Says Q-ANON is Fake Because He Can&#39;t Find Its Website,2021-02-24 23:45:01+00:00
_-iRG432oKQ,Ted Cruz Caught Scrolling Phone During Trump Riot Hearings,2021-02-24 21:00:09+00:00
vYcmY4ug8sg,Trump EXPLODES Over SCOTUS Saying &quot;Release His Taxes&quot;,2021-02-23 21:00:21+00:00
k7X0bJf-MMw,Ted Cruz Gives Resignation-Worthy Interview to Fox News,2021-02-23 01:15:00+00:00
N9WDYjUqFZ4,AOC Spends Weekend Doing Ted Cruz&#39;s Job for Him,2021-02-22 22:30:01+00:00
OApadgT1S7g,Republican Volunteers Texans to Keep Having No Power,2021-02-21 23:45:01+00:00
aaQn49fi7Po,Extremist Wing of Republican Party May Be Too Big to Fail,2021-02-20 22:30:00+00:00
CR7TvGZd5C0,Nikki Haley ABANDONS Trump: &quot;We Shouldn&#39;t Have Followed Him&quot;,2021-02-20 21:00:04+00:00
p9qu9scZDV0,Wisconsin Caller DESTROYS TX Wind Turbine Nonsense,2021-02-20 04:45:03+00:00
0Gy2swa_wNc,What Happens When a Trump Jr Runs in 2024?,2021-02-20 03:30:00+00:00
udU8EoQM6Zw,BREAKING Fox News &quot;Scandal&quot;: Joe &amp; Jill Biden&#39;s Love is an Act,2021-02-19 23:45:01+00:00
lRZNM2uwrZ4,SHOCK: Steve Bannon Believed Trump Had Dementia,2021-02-18 20:00:10+00:00
y-S0rtbrsDE,Ted Cruz a Disgusting Hypocrite AGAIN on Texas Storm,2021-02-18 01:15:00+00:00
1UVS-9uqKqE,Newsmax INSANITY: Trump Best Thing for Christianity Since JESUS,2021-02-13 23:45:00+00:00
boCeUSrJ9bY,Voters ABANDONING Republican Party,2021-02-12 20:00:08+00:00
l8pYkvScyK4,Trump&#39;s World is Crumbling Around Him,2021-02-12 01:15:01+00:00
rj39RDCio9U,LIVE: 2nd Impeachment Trial of Donald Trump Day 3,2021-02-11 21:47:08+00:00
NjfxEFvT72E,Tucker Carlson Pretends Trump Riot Too Confusing to Understand,2021-02-11 21:00:06+00:00
gcCHbALJ8V8,Man Charged in Trump Riots Worked for the FBI,2021-02-11 03:30:07+00:00
xX_j_w33LtY,HARD-HITTING: Reporter Asks If Biden Will Hang a Trump Portrait in White House,2021-02-11 01:15:03+00:00
7b_sv0zHPZg,Sarah Palin&#39;s DEVASTATING Interview with Piers Morgan,2021-02-10 22:30:01+00:00
xEV7F4JTtgY,LIVE: 2nd Impeachment Trial of Donald Trump,2021-02-09 22:52:26+00:00
5xncY23HE8k,Reporters WILL NOT STOP Humiliating Themselves with Jen Psaki,2021-02-08 21:00:01+00:00
jT3DYQ-cdvA,Republican &quot;BOTH SIDES&quot; Jewish Space Laser Lady,2021-02-07 21:00:06+00:00
I-QQn1zivWw,"LIVE BREAKING: Marjorie Taylor Greene EXPELLED, MyPillow Goes NUTS, Trump Impeachment Trial",2021-02-05 22:49:32+00:00
NZtv4WQXZnI,"Dozens of Republican Officials Leave Party, Call It &quot;Trump Cult&quot;",2021-02-04 20:00:04+00:00
aoy55YD4Dws,Republican ABORTS When Fox News Asks the Wrong Question,2021-02-03 23:45:00+00:00
XBUfs28P2gU,Trump&#39;s New Impeachment Lawyer Instantly Humiliates Himself,2021-02-02 22:30:04+00:00
MYjY2BelesI,How Does This Fox Host Sleep at Night?,2021-02-02 03:30:01+00:00
QDnWtEbYj2A,LOL: Trump Endorses Sarah Sanders for Governor of Arkansas,2021-01-31 23:45:01+00:00
1Hg8VH9QU5s,"Religious Nuts: Biden an Impostor, Trump Won",2021-01-31 21:00:01+00:00
nSIEIdo1jA4,Visiting Hitler&#39;s House Was &quot;Bucket List&quot; for New Congressman,2021-01-30 21:00:11+00:00
SgLFDVZpf-Q,Trump&#39;s Properties PLUMMETING in Value,2021-01-29 22:30:03+00:00
0meUVZN0Gpo,Biden Did More Good in a Week Than Trump in 4 Years,2021-01-29 21:00:01+00:00
qpBMgmbSu98,Kayleigh McEnany Disclosure Reveals Fox News Gig,2021-01-29 03:30:07+00:00
jtaEXU2p2OA,Lunatic Congresswoman Harassed Student After Shooting,2021-01-28 22:30:04+00:00
b3rzG162Igg,Hedge Funds NUKED by Gamestop Short Squeeze,2021-01-28 21:00:10+00:00
N58-6ugOiac,LIVE BREAKING: Jen Psaki Biden White House Press Briefing,2021-01-28 20:28:24+00:00
7ct2qnX50So,YouTube Suspends Rudy Giuliani from Ad Revenue Program,2021-01-28 01:15:00+00:00
Bz32CDz0mtM,Rand Paul Has Complete Breakdown on Newsmax TV,2021-01-27 22:30:01+00:00
h__LtUwYOA4,Reporters DESPERATE to Make Biden Press Briefings a Joke,2021-01-27 21:00:09+00:00
DN7D1tkWFV8,LIVE URGENT: Joe Biden Coronavirus Announcement,2021-01-26 22:11:42+00:00
w3s_lPApRQE,Fox Reporter CAN&#39;T STOP Asking Ridiculous Questions,2021-01-26 21:00:14+00:00
VhXQcWZK2Qo,BREAKING: Rudy Giuliani Sued for His Election Lies,2021-01-26 20:00:03+00:00
ZuCn7-CdFr8,Clueless New Congressman IMPLODES Under Basic Questioning,2021-01-25 22:30:03+00:00
wDdcNMqd2LI,LIVE BREAKING: Joe Biden Signs MORE Orders to Cancel Trump,2021-01-25 21:40:51+00:00
3jgyT_FpeDk,Ignorant Congresswoman Knows Nothing About Anything,2021-01-25 21:00:01+00:00
l6KHJTNrcgc,"Republican CIVIL WAR Explodes, Hannity Turns on McConnell",2021-01-25 01:15:03+00:00
NnIUQkc4jYE,Confused Trumpist Makes No Sense on Inauguration Day,2021-01-24 03:30:00+00:00
ymE0odUgURs,Lunatic Fox Anchor: Democrats Dressed Up Like MAGA at Riots,2021-01-24 01:15:02+00:00
RPwReSBDhqc,Outrageous Maskless Police Confrontation Goes Horribly Wrong,2021-01-23 23:45:04+00:00
yLipZeVhgmY,Former Fox Host Shep Smith UNLEASHES On Fox News,2021-01-22 22:30:06+00:00
6VrV29-77IU,Fox Host TRIGGERED by Biden Canceling Trump,2021-01-22 03:30:00+00:00
KI4dvc8WeSE,Donald Trump: The 100 Most Humiliating Moments of His Presidency,2021-01-21 22:30:00+00:00
AVbrWghBdFY,Trump Under Criminal Investigation As He Leaves Office,2021-01-20 20:00:01+00:00
QZ_PRipF1Wc,Trump FURIOUS Over Biden Celebrity Inauguration Guests,2021-01-20 01:15:02+00:00
mfCVpHkXoeI,Trump STILL Considering Martial Law with MyPillow Guy,2021-01-19 21:00:27+00:00
9FOz9GGNQQ8,Will Trump Pardon Capitol Rioters?,2021-01-18 03:30:00+00:00
BZLXA_BuesY,Parler Is Being Destroyed by Capitalism,2021-01-17 21:00:06+00:00
5sXcDZShL2o,Trump REFUSING TO PAY Rudy Giuliani for Election Work,2021-01-15 22:30:01+00:00
dPXNzezSnrU,SHOCK: Fox Host Says NEGOTIATE with Terrorists,2021-01-14 20:00:06+00:00
M3-HqrDslVc,Trump Rioters: Expect Sedition Charges &amp; 20 Years in Prison,2021-01-14 03:30:00+00:00
Yg7IBSDwXMo,Trump Suspended from Twitter FOR LIFE,2021-01-12 01:15:00+00:00
PcL3snHcNfc,Lindsey Graham BEGS FOR MERCY for Trump,2021-01-11 22:30:04+00:00
vL-T2co5Hr0,Donald Trump is Getting Impeached AGAIN,2021-01-11 21:00:10+00:00
6QrybR7jaTM,Fox Host Visibly Confused About Lack of Trump Fraud Evidence,2021-01-10 23:45:00+00:00
AF5jQka18PI,Fox Now Cares About Trumpist &quot;Feelings&quot;,2021-01-10 22:30:02+00:00
LcD35hESYNY,Trump Riots a Pretext to Declare Martial Law?,2021-01-10 03:30:02+00:00
0xwvSSuw_zQ,Mitt Romney CONFRONTED by Lunatic in Airport,2021-01-09 23:45:00+00:00
FYNNl_KRGZY,Fox CUTS Video As Trump Supporter Flashes White Power Sign,2021-01-09 22:30:00+00:00
SYKWKrkNvJI,Republicans Immediately TURN on Trump As He Cost Them Everything,2021-01-09 20:00:04+00:00
iJTMsVba-nQ,Fox Host Hopes Trump &quot;Forgives&quot; Pence for Not Overthrowing Election,2021-01-08 20:00:25+00:00
aWwHX9l-dRg,Trump SUSPENDED from Twitter &amp; Facebook,2021-01-08 03:30:00+00:00
efP2A6SYnyY,LOL: They&#39;re ACTUALLY TRYING to Blame Antifa for Trumpist Mob,2021-01-08 01:00:17+00:00
wfMRRVNKZt8,BREAKING: Trump Agrees to Leave Office on Jan 20,2021-01-08 00:00:21+00:00
GBngErwMX9M,"Trump TURNS ON Pence, Denounces His Own Vice President",2021-01-07 22:30:02+00:00
UyaUknLWh7c,BREAKING: Pence Tells Trump He CANNOT Overturn Election Results,2021-01-06 23:45:00+00:00
Ek4UmgStPqQ,"Trump FREAKS OUT Over Senate Loss, Claims Huge &quot;Dumps&quot;",2021-01-06 22:30:00+00:00
YPPVeNb9kds,"Dems Win Senate, Take Control, Republicans in Shambles",2021-01-06 21:00:09+00:00
uwZfw_KwT4w,LIVE: 2020 Georgia Senate Election Results,2021-01-06 03:58:57+00:00
AEEESyUF44s,Fox Host SHUTS DOWN Pro-Trump Republican,2021-01-05 22:30:02+00:00
dCLZzQPdePk,"Trump&#39;s Bizarre, Deranged End of Year Speech",2021-01-04 23:45:01+00:00
87pVoyF0g5g,"Trump CAUGHT ON TAPE Trying to Rig: &quot;Find 11,780 Votes&quot;",2021-01-04 21:00:01+00:00
Ktit8eO2320,"Trumpists TRIGGERED, Demand Dr. Jill Biden Not Be Called &quot;Doctor&quot;",2021-01-03 22:30:00+00:00
uPhAyVcqMjk,Is Right Wing Media Going to Go Insane During Biden Presidency?,2021-01-02 01:15:00+00:00
0xQSQ0MCFSU,Twitter Confirms Trump Can Be BANNED After Biden Inaugurated,2020-12-29 01:15:00+00:00
DgnXLit6y3k,"Trump Has Bizarre Outburst, Globally Embarrassing",2020-12-28 20:00:09+00:00
jYEuxglDUOI,Republicans PANICKING Over Unhinged Trump,2020-12-27 22:30:06+00:00
lH5xsRRVlm8,Trump&#39;s Strange Speech Wildly Confusing and Pathetically Dishonest,2020-12-27 02:00:04+00:00
128lxAWZIts,Fox Host Bizarrely Debunks HIS OWN Election Lies,2020-12-26 21:00:00+00:00
PYBiA4VvgqM,Will Trump REALLY Try to Stay In Office Beyond January 20?,2020-12-26 01:15:01+00:00
4B89yvG4PBc,"Republicans BLOCK Trump/Dem Attempt at $2,000 Payments",2020-12-25 22:30:00+00:00
tLiqR_65Tf8,"Trump Turning on EVERYONE, Including Mike Pence",2020-12-24 22:30:02+00:00
6ucFvhuZvns,EXTREMELY UGLY Allegations from Sam Seder Show,2020-12-24 03:30:00+00:00
LAE5FPHahM4,Fox News&#39; Chris Wallace Attacks HIS OWN Network On Air,2020-12-23 20:00:04+00:00
uvzXkLL8-eE,COVID &quot;Relief&quot; Bill May Be Greatest Scam of 2020,2020-12-22 23:45:00+00:00
o2QbyoJX19E,LIVE: Joe Biden URGENTLY Addresses Nation,2020-12-22 20:33:24+00:00
CONdQM9DJP4,Trump Family CAUGHT Laundering $170 Million in Donations!,2020-12-22 01:15:00+00:00
yesHT1IaetE,"Trump Press Secy Loses Mind, Enters Fantasy World",2020-12-21 22:30:03+00:00
ndkfvKyj6jg,Are Trump&#39;s Horrible Children the Future of Trumpism?,2020-12-20 02:00:06+00:00
kUT0TfZlX34,So Hunter Biden IS Being Investigated?,2020-12-19 23:45:00+00:00
5090GNfATgA,I Was CONFRONTED About Jimmy Dore vs AOC,2020-12-19 01:15:00+00:00
YGuo9tyJ7tI,Security Experts WARN: Trump is PROMOTING Terrorism,2020-12-18 22:30:02+00:00
23XxGbp6Rvo,MAGA Tears: Fox &amp; Trumpists CANNOT COPE with Trump Loss,2020-12-18 21:00:00+00:00
PIJdiZHyDAY,LIVE URGENT: Joe Biden Update on Replacing Trump,2020-12-18 18:40:56+00:00
iw4mF5RxMMo,Furious Chris Christie EXPLODES on Trump Anti-Maskers,2020-12-18 03:30:10+00:00
4COAQ-2PQNM,Trump Tells Advisers He Will REFUSE TO LEAVE White House,2020-12-17 21:00:02+00:00
KR2_jDcqEJg,It Begins: Trump Org Must Turn Over Docs to Investigators,2020-12-17 20:00:04+00:00
wczIcvNqAbE,Calls For Alex Jones Arrest Over Vile Biden Threat,2020-12-16 03:30:04+00:00
DAEXq1UdTVM,Trump TRIGGERED: Joe Biden Officially Wins Electoral Vote,2020-12-15 21:00:02+00:00
FeAznCt-pPo,Republican CIVIL WAR: MAGA Protesters Chant &quot;Destroy Republican Party&quot;,2020-12-15 20:00:10+00:00
HQHKzvhT8wE,LIVE URGENT: Joe Biden Address Nation After BEATING TRUMP in Electoral College,2020-12-15 01:19:51+00:00
ASeYRGlq0yg,Shock Claim: Fox News Conspired to Overthrow Trump,2020-12-15 01:15:00+00:00
42XCS3Af2RM,"Supreme Court Says NO to Trump, Trump LOSES IT",2020-12-14 23:45:00+00:00
3IW0swSEgf0,"LIVE BREAKING: Electoral College OFFICIALLY Votes Biden, Defeats Trump",2020-12-14 22:43:59+00:00
87zorUgdQXE,"It&#39;s Over TODAY, Electoral College Votes",2020-12-14 21:00:05+00:00
cijesMENNv4,Are Trumpists Really Going to Boycott Georgia Senate Election?,2020-12-14 02:00:08+00:00
JFZbI6jN89g,Caller WARNS: Trump Coup COULD Work,2020-12-13 23:45:00+00:00
oBEG16UIebA,"Lara Trump Delusional, Says Biden Won&#39;t Be President",2020-12-13 22:30:01+00:00
31qwGEItmz8,What Happens to Trump&#39;s Kids When He&#39;s Out of Office?,2020-12-13 02:00:00+00:00
4kDxxq9rLvQ,Typhoid Rudy Giuliani?,2020-12-12 03:30:00+00:00
sBLkFqfJ84g,"LIVE URGENT: Joe Biden Announces Cabinet, Trump TRIGGERED",2020-12-11 21:09:12+00:00
fTD6HNRp49Q,ANOTHER Trump Fraud Lawyer Gets Coronavirus,2020-12-09 21:00:18+00:00
xAX6eUaeskI,Pfizer &amp; Moderna REFUSE Trump White House Invite,2020-12-09 01:15:00+00:00
hzDy2vuRH-8,Trumpists Might BOYCOTT Georgia Senate Elections,2020-12-08 01:15:01+00:00
xgZ5Q3EEvV0,Historically Disastrous Trump Rally Goes Horribly Wrong,2020-12-07 22:30:02+00:00
FGyt_7uT-1o,Fox Host REALITY CHECKS Lara Trump on Bogus Fraud Claims,2020-12-07 01:15:00+00:00
