ids,titles,Date
YRqUmQHm024,Toronto in a Day on a Budget | $100 Challenge,2019-02-27 16:00:08+00:00
sDKR6YBKp3g,Wild | A Cinematic Journey from South Africa to Zimbabwe,2019-02-20 16:03:54+00:00
TS2-sB7gv3Q,Flying with a 4 month old BABY | Her first flight,2019-02-11 14:00:07+00:00
iVNBEwccdcE,15 Destinations Told by Solo Female Travellers,2019-02-06 18:30:00+00:00
hwTkuV20dGQ,20 Minute Street Style PAD THAI,2019-02-03 16:15:43+00:00
ggqjK9TXx-Q,10 item Packing Challenge | How to Pack Better,2019-01-30 16:15:01+00:00
DNHHKFGpev0,How to Tell Your Partner You&#39;re Traveling Without Them,2019-01-27 15:20:32+00:00
ZvOyxxpB1Mw,BIZARRE Festivals to Visit | JAN to DEC 2019,2019-01-20 18:00:06+00:00
_voanjsOBm4,How to Travel with Your Dog Internationally  | What You Need to Know,2019-01-16 17:00:09+00:00
O_-FcZ5HR4E,24 Beauty Travel Hacks YOU NEED TO KNOW,2019-01-13 16:00:03+00:00
5X1UTbwC9UY,5 VERY AFFORDABLE Budget Travel Destinations for 2019,2019-01-09 17:00:50+00:00
690YLN1qzso,ONE YEAR in 199 SECONDS | 2018 Travel Montage,2019-01-02 18:01:55+00:00
